Policy_ID,claim_time_diff,incident_state,previous_claim_made,incident_hour_of_the_day,Claim_Amount,Incident_Type,Collision_Type,Incident_Severity,authorities_contacted,number_of_vehicles_involved,number_of_witnesses,property_damage,police_report_filed,injury_claim,property_claim,vehicle_claim,vehicle_age,car_model,bodyily_injuries,False_Flag,Driving Under Influence,Others,Traffic Violations,population,density,Age_of_Policyholder,Earned_Premium,Policy_Age,Insured_Gender,Policy_Deductible,Insured_Education,Insured_Relation,Insured_Occupation,Insured_Hobbies
27491,4,0.00655,1,0,549,Single vehicles,Rear,Trivial,Other,1,2,0,0,68,69,423,11,Honda CRV,0,0,1,1,0,684,447.1,31,34974,8,Male,500,Unknown,Spouse,"Factory, heavy industry",dancing
27492,4,0.0067,0,5,179,Vehicle Theft,Side,Trivial,Unknown,2,2,0,1,53,24,135,0,BMW X5,0,0,0,0,1,8281,58.0,53,17723,7,Female,500,High School,Self,"Factory, heavy industry",polo
27492,9,0.0067,1,10,8001,Parked Car,Front,Total Loss,Police,1,3,0,0,1059,955,6018,4,Jeep Grand Cherokee,0,0,0,0,1,8281,58.0,53,17723,7,Female,500,High School,Self,"Factory, heavy industry",polo
27492,6,0.00665,1,8,114,Vehicle Theft,Side,Minor,Other,1,1,0,0,39,13,87,9,Jeep Wrangler,1,0,0,0,1,47752,1075.1,53,17723,7,Female,500,High School,Self,"Factory, heavy industry",polo
27492,9,0.0067,1,12,4957,Vehicle Theft,Front,Minor,Other,1,2,1,Unknown,542,563,3865,0,Nissan Pathfinder,0,0,0,0,1,8281,58.0,53,17723,7,Female,500,High School,Self,"Factory, heavy industry",polo
27492,10,0.0067,1,23,4472,Vehicle Theft,Rear,Minor,Police,1,0,1,1,494,455,3552,14,Volkswagen Passat,0,0,0,0,1,8281,58.0,53,17723,7,Female,500,High School,Self,"Factory, heavy industry",polo
27493,8,0.0066,0,0,29711,Multiple vehicles,Front,Major,Other,4,1,0,0,4019,3072,22639,0,Mercedes E400,0,1,5,2,1,33923,230.6,28,60682,3,Male,500,College,Self,Unknown,cross-fit
27493,7,0.00775,1,0,28232,Parked Car,Side,Total Loss,Other,2,0,0,1,2927,2927,22389,9,Chevrolet Silverado,0,1,5,2,1,987,4.8,28,60682,3,Male,500,College,Self,Unknown,cross-fit
27493,1,0.00775,1,21,2181,Single vehicles,Side,Minor,Other,3,1,0,1,305,278,1622,9,Jeep Grand Cherokee,0,1,5,2,1,987,4.8,28,60682,3,Male,500,College,Self,Unknown,cross-fit
27493,8,0.00775,1,4,8432,Vehicle Theft,Side,Total Loss,Fire Brigade,1,0,1,Unknown,1138,954,6362,12,Mercedes ML350,0,0,5,2,1,987,4.8,28,60682,3,Male,500,College,Self,Unknown,cross-fit
27493,10,0.0062,1,23,2443,Vehicle Theft,Rear,Major,Other,1,2,1,1,276,301,1878,11,Chevrolet Tahoe,0,0,5,2,1,35708,3500.8,28,60682,3,Male,500,College,Self,Unknown,cross-fit
27494,8,0.0081,0,22,87,Single vehicles,Front,Minor,Unknown,3,2,0,1,31,9,68,1,Unknown,1,0,1,1,2,41537,878.2,36,49184,6,Male,500,PhD,Self,Management,hiking
27494,1,0.00545,1,10,8145,Multiple vehicles,Side,Total Loss,Police,2,0,0,Unknown,1058,926,6196,11,Ford Fusion,1,0,1,1,2,32471,5934.1,36,49184,6,Male,500,PhD,Self,Management,hiking
27494,2,0.00545,1,1,31339,Multiple vehicles,Side,Total Loss,Unknown,4,1,0,0,3510,3774,24060,10,Ford Fusion,1,1,1,1,2,32471,5934.1,36,49184,6,Male,500,PhD,Self,Management,hiking
27494,2,0.0073,1,5,95,Vehicle Theft,Front,Minor,Unknown,1,0,0,Unknown,17,12,72,9,Mercedes ML350,0,0,1,1,2,115,0.6,36,49184,6,Male,500,PhD,Self,Management,hiking
27494,9,0.00545,1,9,15421,Single vehicles,Rear,Major,Other,3,3,1,0,1783,1966,11707,10,BMW X6,0,1,1,1,2,32471,5934.1,36,49184,6,Male,500,PhD,Self,Management,hiking
27495,10,0.0064,0,13,2361,Single vehicles,Rear,Trivial,Ambulance,1,2,1,0,325,297,1766,3,BMW 3 Series,0,0,1,1,1,30151,445.3,26,26441,7,Unknown,500,High School,Self,Logistics,dancing
27495,4,0.0064,1,12,51,Vehicle Theft,Rear,Minor,Unknown,1,2,1,0,19,5,39,4,Dodge Neon,0,0,1,1,1,30151,445.3,26,26441,7,Unknown,500,High School,Self,Logistics,dancing
27495,8,0.0064,1,4,24029,Vehicle Theft,Rear,Major,Police,4,3,1,1,2708,2727,18614,13,BMW 3 Series,0,0,1,1,1,30151,445.3,26,26441,7,Unknown,500,High School,Self,Logistics,dancing
27496,6,0.00545,0,9,146,Single vehicles,Side,Minor,Other,2,3,0,1,47,19,110,0,Toyota Camry,0,0,0,0,0,16024,2226.6,57,1020,11,Male,1000,High School,Spouse,Clerical,board-games
27497,5,0.0062,0,10,2186,Vehicle Theft,Side,Minor,Other,1,2,0,Unknown,250,248,1704,1,Accura TL,0,0,2,2,4,27587,145.8,35,62541,1,Male,500,High School,Self,Logistics,camping
27497,3,0.0063,1,8,46379,Multiple vehicles,Rear,Total Loss,Ambulance,3,3,1,1,6375,5091,34946,14,Mercedes E400,1,1,2,2,4,2500,6.4,35,62541,1,Male,500,High School,Self,Logistics,camping
27497,10,0.008,1,15,22107,Vehicle Theft,Rear,Total Loss,Other,4,0,1,0,2493,2659,16987,12,Audi A5,1,1,2,2,4,459,5.0,35,62541,1,Male,500,High School,Self,Logistics,camping
27498,9,0.0063,0,11,38438,Multiple vehicles,Front,Total Loss,Ambulance,2,1,0,Unknown,4691,4804,28976,1,Saab 95,1,1,0,1,2,4480,2350.2,36,36261,9,Male,500,PhD,Self,Finance,skydiving
27499,10,0.0071,0,1,15033,Multiple vehicles,Front,Total Loss,Ambulance,1,1,1,1,1535,1750,11778,11,Honda Accord,0,1,0,0,3,1627,33.1,36,54812,5,Male,1000,High School,Spouse,Finance,No Info
27499,6,0.00545,1,1,21569,Multiple vehicles,Side,Major,Ambulance,1,0,0,0,2336,2172,17069,1,Ford F150,1,1,0,0,3,8563,658.6,36,54812,5,Male,1000,High School,Spouse,Finance,No Info
27499,3,0.00545,1,13,868,Single vehicles,Side,Minor,Unknown,1,2,0,0,104,118,652,8,Chevrolet Silverado,0,0,0,0,3,8563,658.6,36,54812,5,Male,1000,High School,Spouse,Finance,No Info
27499,4,0.00545,1,20,7723,Multiple vehicles,Front,Total Loss,Police,2,0,0,0,820,987,5946,10,Accura RSX,0,1,0,0,3,8563,658.6,36,54812,5,Male,1000,High School,Spouse,Finance,No Info
27499,8,0.00545,1,9,2588,Parked Car,Side,Minor,Unknown,2,0,0,1,338,292,1972,3,Ford F150,1,0,0,0,3,8563,658.6,36,54812,5,Male,1000,High School,Spouse,Finance,No Info
27499,5,0.00545,1,18,9989,Multiple vehicles,Front,Total Loss,Unknown,1,0,1,1,1104,1221,7693,2,Ford Fusion,0,1,0,0,3,8563,658.6,36,54812,5,Male,1000,High School,Spouse,Finance,No Info
27499,3,0.00725,1,19,880,Single vehicles,Side,Minor,Ambulance,1,0,0,0,97,121,669,3,Saab 92x,0,0,0,0,3,11195,30.4,36,54812,5,Male,1000,High School,Spouse,Finance,No Info
27500,5,0.0073,0,19,5818,Multiple vehicles,Front,Major,Fire Brigade,1,1,0,0,605,659,4564,15,Ford F150,0,1,2,0,1,21605,1735.2,39,20796,9,Male,1000,High School,Self,Others,yachting
27500,7,0.0073,1,0,3486,Single vehicles,Front,Trivial,Unknown,1,1,0,1,364,420,2709,11,Mercedes ML350,0,0,2,0,1,21605,1735.2,39,20796,9,Male,1000,High School,Self,Others,yachting
27500,2,0.00735,1,19,384,Vehicle Theft,Front,Trivial,Ambulance,1,2,0,Unknown,78,49,289,6,Nissan Pathfinder,0,0,2,0,1,1964,21.1,39,20796,9,Male,1000,High School,Self,Others,yachting
27500,9,0.0073,1,10,6629,Multiple vehicles,Side,Total Loss,Other,3,0,1,Unknown,705,737,5194,15,Toyota Corolla,0,0,2,0,1,21605,1735.2,39,20796,9,Male,1000,High School,Self,Others,yachting
27500,8,0.0073,1,3,5103,Multiple vehicles,Front,Total Loss,Police,1,3,0,0,707,614,3815,8,Dodge Neon,0,0,2,0,1,6581,42.2,39,20796,9,Male,1000,High School,Self,Others,yachting
27501,3,0.0066,0,3,22977,Vehicle Theft,Unknown,Major,Police,2,0,1,Unknown,2497,2601,17899,10,Ford Fusion,0,0,3,2,3,6671,46.8,42,148712,3,Male,500,Masters,Self,Armed Forces,polo
27501,5,0.0066,1,5,220,Single vehicles,Front,Minor,Unknown,1,0,0,Unknown,58,28,169,13,Ford Escape,0,0,3,2,3,6671,46.8,42,148712,3,Male,500,Masters,Self,Armed Forces,polo
27501,1,0.0058,1,12,3790,Single vehicles,Front,Minor,Unknown,1,0,0,Unknown,516,481,2804,0,Ford Escape,0,0,3,2,3,53734,766.1,42,148712,3,Male,500,Masters,Self,Armed Forces,polo
27501,1,0.0066,1,15,35139,Multiple vehicles,Rear,Total Loss,Other,3,1,0,1,4642,4180,26348,13,Nissan Ultima,0,1,3,2,3,6671,46.8,42,148712,3,Male,500,Masters,Self,Armed Forces,polo
27501,1,0.0078,1,10,27321,Multiple vehicles,Side,Major,Fire Brigade,4,0,1,Unknown,3080,3630,20633,12,Honda CRV,0,1,3,2,3,2871,11.2,42,148712,3,Male,500,Masters,Self,Armed Forces,polo
27501,4,0.0066,1,3,33242,Multiple vehicles,Side,Total Loss,Other,4,2,1,Unknown,3891,3590,25789,11,Volkswagen Passat,0,1,3,2,3,6671,46.8,42,148712,3,Male,500,Masters,Self,Armed Forces,polo
27501,3,0.0083,1,2,35967,Multiple vehicles,Front,Trivial,Ambulance,2,0,0,Unknown,4776,4581,26631,1,Saab 93,0,1,3,2,3,27428,21721.3,42,148712,3,Male,500,Masters,Self,Armed Forces,polo
27501,4,0.0066,1,17,13851,Multiple vehicles,Front,Major,Police,2,0,0,1,1700,1745,10425,15,Honda Accord,0,0,3,2,3,6671,46.8,42,148712,3,Male,500,Masters,Self,Armed Forces,polo
27502,5,0.009000000000000001,0,2,337,Multiple vehicles,Side,Minor,Other,2,0,0,Unknown,56,39,255,11,Unknown,1,0,1,2,1,1973,64.9,36,57262,7,Male,500,College,Self,Clerical,polo
27502,7,0.0063,1,4,558,Single vehicles,Side,Trivial,Other,1,1,0,Unknown,84,62,433,11,Volkswagen Passat,1,0,1,2,1,8996,707.5,36,57262,7,Male,500,College,Self,Clerical,polo
27502,6,0.00675,1,15,24053,Multiple vehicles,Rear,Total Loss,Unknown,4,1,1,0,2611,2689,18760,10,Nissan Pathfinder,0,0,1,2,1,293,8.1,36,57262,7,Male,500,College,Self,Clerical,polo
27502,4,0.009000000000000001,1,3,684,Vehicle Theft,Side,Trivial,Other,1,2,0,Unknown,125,69,522,11,Suburu Impreza,0,0,1,2,1,1973,64.9,36,57262,7,Male,500,College,Self,Clerical,polo
27502,7,0.009000000000000001,1,0,23696,Multiple vehicles,Side,Total Loss,Other,3,0,0,Unknown,3236,2476,18014,3,Accura MDX,0,1,1,2,1,1973,64.9,36,57262,7,Male,500,College,Self,Clerical,polo
27502,10,0.009000000000000001,1,21,14806,Multiple vehicles,Side,Total Loss,Police,1,1,1,Unknown,1751,1899,11169,6,Honda CRV,0,1,1,2,1,1973,64.9,36,57262,7,Male,500,College,Self,Clerical,polo
27503,3,0.0067,0,13,214,Single vehicles,Side,Minor,Unknown,1,0,0,0,57,29,162,8,Audi A3,0,0,0,0,0,24850,181.5,48,4191,8,Female,500,High School,Self,Management,No Info
27504,2,0.0077,0,21,2274,Single vehicles,Rear,Minor,Other,1,1,1,1,319,256,1711,3,BMW X5,0,0,3,1,4,125,10.5,28,123754,3,Male,500,Unknown,Spouse,Others,bungee-jumping
27504,2,0.008,1,13,7516,Multiple vehicles,Front,Major,Other,3,0,0,1,943,926,5654,8,Saab 95,0,1,3,1,4,0,124.7,28,123754,3,Male,500,Unknown,Spouse,Others,bungee-jumping
27504,2,0.0077,1,20,15362,Multiple vehicles,Front,Total Loss,Unknown,4,0,0,1,2023,1584,11766,2,Accura RSX,0,0,3,1,4,125,10.5,28,123754,3,Male,500,Unknown,Spouse,Others,bungee-jumping
27504,5,0.00755,1,17,39019,Multiple vehicles,Front,Total Loss,Ambulance,4,0,1,Unknown,4069,5280,29682,10,BMW 3 Series,0,1,3,1,4,522,3.5,28,123754,3,Male,500,Unknown,Spouse,Others,bungee-jumping
27504,8,0.0063,1,5,59319,Multiple vehicles,Rear,Major,Police,4,0,0,0,7684,7821,43848,1,Chevrolet Silverado,0,1,3,1,4,16882,20.0,28,123754,3,Male,500,Unknown,Spouse,Others,bungee-jumping
27504,10,0.0077,1,20,1535,Single vehicles,Side,Minor,Other,1,0,0,0,189,170,1211,15,Suburu Impreza,0,0,3,1,4,125,10.5,28,123754,3,Male,500,Unknown,Spouse,Others,bungee-jumping
27504,8,0.0077,1,21,67,Single vehicles,Side,Minor,Ambulance,1,0,0,Unknown,19,7,52,15,Suburu Impreza,1,0,3,1,4,125,10.5,28,123754,3,Male,500,Unknown,Spouse,Others,bungee-jumping
27504,1,0.0077,1,23,20938,Vehicle Theft,Front,Major,Unknown,4,3,0,0,2123,2415,16416,7,Accura MDX,1,0,3,1,4,125,10.5,28,123754,3,Male,500,Unknown,Spouse,Others,bungee-jumping
27505,6,0.0061,0,8,1195,Vehicle Theft,Front,Minor,Unknown,2,1,0,1,168,146,907,0,Ford Escape,0,0,0,1,0,127,0.5,41,4844,12,Female,2000,High School,Self,Unknown,dancing
27505,10,0.0073,1,16,191,Single vehicles,Side,Minor,Other,1,2,0,1,35,25,143,9,Saab 92x,0,0,0,1,0,7673,64.6,41,4844,12,Female,2000,High School,Self,Unknown,dancing
27505,8,0.0061,1,2,3362,Vehicle Theft,Side,Minor,Unknown,3,2,1,1,400,431,2552,13,BMW X6,0,0,0,1,0,127,0.5,41,4844,12,Female,2000,High School,Self,Unknown,dancing
27506,5,0.00805,0,2,21028,Multiple vehicles,Side,Major,Police,4,1,1,0,2844,2703,15489,2,Nissan Pathfinder,1,0,1,1,0,3931,19.5,37,19814,7,Male,500,High School,Self,Others,movies
27506,10,0.0081,1,19,136,Single vehicles,Rear,Minor,Police,1,0,0,1,41,16,105,9,Jeep Wrangler,0,0,1,1,0,4212,3.9,37,19814,7,Male,500,High School,Self,Others,movies
27506,5,0.0081,1,11,235,Vehicle Theft,Side,Major,Unknown,1,2,1,Unknown,54,32,173,1,Accura RSX,0,0,1,1,0,4212,3.9,37,19814,7,Male,500,High School,Self,Others,movies
27507,6,0.008,0,12,1145,Single vehicles,Side,Minor,Ambulance,1,0,0,Unknown,162,152,848,3,BMW M5,0,0,0,1,0,948,16.6,53,11854,9,Female,2000,PhD,Self,"Factory, heavy industry",golf
27507,5,0.008,1,9,6924,Multiple vehicles,Side,Trivial,Unknown,2,1,1,0,836,704,5399,1,Saab 92x,0,1,0,1,0,948,16.6,53,11854,9,Female,2000,PhD,Self,"Factory, heavy industry",golf
27507,10,0.00655,1,18,3681,Single vehicles,Rear,Minor,Ambulance,1,1,1,0,522,458,2721,7,Mercedes ML350,0,0,0,1,0,2674,12.0,53,11854,9,Female,2000,PhD,Self,"Factory, heavy industry",golf
27507,5,0.008,1,4,342,Single vehicles,Side,Minor,Unknown,3,2,0,1,79,44,252,5,Accura RSX,0,0,0,1,0,948,16.6,53,11854,9,Female,2000,PhD,Self,"Factory, heavy industry",golf
27508,4,0.0063,0,13,6796,Multiple vehicles,Front,Total Loss,Other,3,1,0,Unknown,754,896,5175,5,Ford F150,1,0,0,3,2,1771,14.1,31,105298,1,Male,500,Masters,Self,Clerical,basketball
27508,5,0.0063,1,10,32944,Multiple vehicles,Side,Total Loss,Police,3,2,1,1,3368,4193,25417,8,Saab 95,0,1,0,3,2,1771,14.1,31,105298,1,Male,500,Masters,Self,Clerical,basketball
27508,5,0.00675,1,1,54534,Multiple vehicles,Front,Total Loss,Police,4,2,1,Unknown,5551,5565,43440,8,Toyota Corolla,1,1,0,3,2,583,20.0,31,105298,1,Male,500,Masters,Self,Clerical,basketball
27508,9,0.0063,1,5,12858,Single vehicles,Side,Total Loss,Other,3,1,0,Unknown,1469,1411,9997,6,Volkswagen Passat,0,1,0,3,2,1771,14.1,31,105298,1,Male,500,Masters,Self,Clerical,basketball
27508,6,0.0063,1,20,11218,Single vehicles,Rear,Total Loss,Ambulance,3,0,0,0,1173,1461,8617,15,Toyota Camry,0,1,0,3,2,1771,14.1,31,105298,1,Male,500,Masters,Self,Clerical,basketball
27508,1,0.0063,1,8,521,Single vehicles,Side,Minor,Other,1,0,0,Unknown,91,62,391,8,Honda Accord,0,0,0,3,2,1771,14.1,31,105298,1,Male,500,Masters,Self,Clerical,basketball
27508,7,0.00675,1,18,2222,Vehicle Theft,Rear,Minor,Unknown,2,0,1,1,290,243,1708,5,Nissan Pathfinder,0,0,0,3,2,381,307.7,31,105298,1,Male,500,Masters,Self,Clerical,basketball
27509,7,0.00735,0,6,105,Vehicle Theft,Front,Trivial,Other,1,0,1,0,48,11,81,0,Audi A5,0,0,0,4,3,44641,528.6,29,268655,1,Female,1000,College,Self,Unknown,yachting
27509,5,0.00705,1,20,3087,Single vehicles,Side,Minor,Police,1,0,1,1,391,418,2286,15,Accura MDX,1,0,0,4,3,346,1.5,29,268655,1,Female,1000,College,Self,Unknown,yachting
27509,6,0.00795,1,21,78,Single vehicles,Side,Trivial,Other,3,2,0,0,32,10,58,12,Chevrolet Silverado,0,0,0,4,3,3727,34.5,29,268655,1,Female,1000,College,Self,Unknown,yachting
27509,1,0.00795,1,2,149634,Multiple vehicles,Side,Total Loss,Police,4,3,1,1,18121,17548,113994,15,Dodge RAM,1,1,0,4,3,3727,34.5,29,268655,1,Female,1000,College,Self,Unknown,yachting
27509,10,0.00805,1,0,1094,Single vehicles,Side,Minor,Other,1,1,1,0,158,123,840,12,Volkswagen Passat,0,0,0,4,3,1044,14.0,29,268655,1,Female,1000,College,Self,Unknown,yachting
27509,7,0.00795,1,2,5462,Multiple vehicles,Front,Major,Other,1,1,0,Unknown,566,684,4222,6,Jeep Grand Cherokee,0,0,0,4,3,3727,34.5,29,268655,1,Female,1000,College,Self,Unknown,yachting
27509,4,0.0058,1,5,10955,Multiple vehicles,Unknown,Total Loss,Police,4,0,0,Unknown,1373,1257,8354,1,Honda Civic,0,1,0,4,3,3010,23.8,29,268655,1,Female,1000,College,Self,Unknown,yachting
27509,2,0.00795,1,18,58444,Multiple vehicles,Front,Total Loss,Ambulance,4,1,1,Unknown,7119,7532,43814,14,Audi A5,1,1,0,4,3,3727,34.5,29,268655,1,Female,1000,College,Self,Unknown,yachting
27509,4,0.00745,1,9,5750,Parked Car,Unknown,Total Loss,Unknown,4,0,1,0,688,624,4447,9,BMW M5,0,1,0,4,3,0,213.7,29,268655,1,Female,1000,College,Self,Unknown,yachting
27509,6,0.0058,1,4,24553,Multiple vehicles,Front,Major,Fire Brigade,4,2,1,0,3468,2778,18342,7,Suburu Legacy,0,1,0,4,3,742,2.8,29,268655,1,Female,1000,College,Self,Unknown,yachting
27509,6,0.009000000000000001,1,22,26650,Multiple vehicles,Front,Total Loss,Unknown,4,1,0,0,3711,3583,19384,0,BMW X6,0,1,0,4,3,6354,699.9,29,268655,1,Female,1000,College,Self,Unknown,yachting
27509,1,0.00645,1,2,15082,Vehicle Theft,Front,Total Loss,Other,4,0,1,1,2051,2081,10964,5,Suburu Impreza,0,1,0,4,3,680,0.9,29,268655,1,Female,1000,College,Self,Unknown,yachting
27510,7,0.00655,0,4,1366,Single vehicles,Rear,Minor,Ambulance,1,2,0,1,181,189,1017,4,Jeep Grand Cherokee,0,0,0,0,1,46905,717.0,37,1394,9,Female,500,Associate,Self,IT Services,chess
27511,6,0.00735,0,17,22503,Multiple vehicles,Front,Total Loss,Unknown,4,0,1,Unknown,2892,2721,16898,13,Suburu Legacy,0,0,1,0,2,40709,80.4,38,29302,7,Male,1000,College,Self,Logistics,No Info
27511,3,0.00735,1,13,1171,Vehicle Theft,Rear,Minor,Other,1,2,0,0,155,158,893,11,Suburu Impreza,1,0,1,0,2,40709,80.4,38,29302,7,Male,1000,College,Self,Logistics,No Info
27511,2,0.00735,1,2,5438,Multiple vehicles,Front,Total Loss,Other,1,0,0,1,588,646,4224,15,Toyota Highlander,0,0,1,0,2,40709,80.4,38,29302,7,Male,1000,College,Self,Logistics,No Info
27511,2,0.00735,1,9,1655,Single vehicles,Rear,Minor,Unknown,2,0,1,1,250,201,1237,6,Ford Fusion,1,0,1,0,2,40709,80.4,38,29302,7,Male,1000,College,Self,Logistics,No Info
27512,3,0.0068,0,12,21320,Multiple vehicles,Unknown,Total Loss,Police,4,0,1,Unknown,2687,2330,16334,0,BMW 3 Series,0,0,2,3,0,7947,49.4,27,63204,5,Male,1000,Masters,Self,Management,hiking
27512,4,0.0073,1,17,699,Vehicle Theft,Rear,Trivial,Other,1,2,0,1,106,78,542,1,BMW M5,0,0,2,3,0,3702,3208.3,27,63204,5,Male,1000,Masters,Self,Management,hiking
27512,10,0.0073,1,10,8390,Single vehicles,Front,Trivial,Other,1,0,0,Unknown,1076,1078,6262,7,Dodge RAM,0,0,2,3,0,3702,3208.3,27,63204,5,Male,1000,Masters,Self,Management,hiking
27512,4,0.0066,1,8,374,Single vehicles,Unknown,Minor,Police,1,1,0,0,86,52,271,9,Toyota Highlander,0,0,2,3,0,154,0.5,27,63204,5,Male,1000,Masters,Self,Management,hiking
27512,3,0.008,1,18,34354,Multiple vehicles,Front,Total Loss,Unknown,4,0,1,0,4814,4456,25094,6,Chevrolet Malibu,0,1,2,3,0,4321,20.9,27,63204,5,Male,1000,Masters,Self,Management,hiking
27512,4,0.0073,1,17,1860,Multiple vehicles,Unknown,Minor,Other,1,2,0,Unknown,270,197,1403,5,Honda Civic,0,0,2,3,0,3702,3208.3,27,63204,5,Male,1000,Masters,Self,Management,hiking
27513,4,0.0056,0,1,1851,Vehicle Theft,Rear,Major,Ambulance,1,2,1,Unknown,265,250,1356,10,Saab 95,0,0,0,1,0,1177,2.0,40,7761,8,Male,500,PhD,Self,Finance,yachting
27513,7,0.0077,1,23,738,Single vehicles,Side,Trivial,Unknown,1,1,0,0,90,82,580,11,Nissan Ultima,0,0,0,1,0,2966,10.6,40,7761,8,Male,500,PhD,Self,Finance,yachting
27513,6,0.0056,1,13,79,Single vehicles,Side,Major,Police,1,0,0,Unknown,41,9,62,9,Toyota Highlander,0,0,0,1,0,1177,2.0,40,7761,8,Male,500,PhD,Self,Finance,yachting
27513,3,0.0056,1,9,5327,Multiple vehicles,Front,Major,Other,4,0,0,0,580,679,4088,3,Nissan Pathfinder,0,1,0,1,0,1177,2.0,40,7761,8,Male,500,PhD,Self,Finance,yachting
27514,10,0.00795,0,5,667,Single vehicles,Side,Minor,Other,3,2,0,0,87,70,516,13,Saab 92x,0,0,2,1,2,1489,16.7,39,67207,3,Male,500,High School,Self,Clerical,paintball
27514,3,0.0071,1,0,14299,Multiple vehicles,Side,Total Loss,Unknown,4,2,1,Unknown,1579,1662,11087,6,Suburu Legacy,0,1,2,1,2,1027,24.2,39,67207,3,Male,500,High School,Self,Clerical,paintball
27514,7,0.0071,1,5,8154,Multiple vehicles,Rear,Total Loss,Other,1,0,0,Unknown,1139,916,6106,6,BMW X6,0,0,2,1,2,1027,24.2,39,67207,3,Male,500,High School,Self,Clerical,paintball
27514,6,0.0059,1,18,395,Multiple vehicles,Rear,Minor,Other,1,0,1,1,64,53,295,9,Unknown,0,0,2,1,2,750,1.1,39,67207,3,Male,500,High School,Self,Clerical,paintball
27514,8,0.0071,1,7,154,Vehicle Theft,Side,Minor,Other,2,1,1,Unknown,36,19,118,2,Unknown,1,0,2,1,2,1027,24.2,39,67207,3,Male,500,High School,Self,Clerical,paintball
27514,8,0.00635,1,23,56308,Multiple vehicles,Rear,Total Loss,Ambulance,4,0,1,Unknown,7120,5848,43350,1,Honda CRV,0,1,2,1,2,2411,19.5,39,67207,3,Male,500,High School,Self,Clerical,paintball
27515,7,0.00675,0,11,6453,Multiple vehicles,Side,Total Loss,Other,1,1,0,1,831,700,4933,9,Suburu Impreza,0,0,1,2,0,3366,12.4,25,29607,9,Male,500,High School,Self,Finance,paintball
27515,5,0.0066,1,18,308,Single vehicles,Front,Trivial,Police,1,1,1,0,42,38,237,8,BMW 3 Series,0,0,1,2,0,1077,3.3,25,29607,9,Male,500,High School,Self,Finance,paintball
27515,7,0.0066,1,10,23237,Multiple vehicles,Front,Trivial,Police,4,0,1,Unknown,2873,2628,17765,11,BMW M5,1,1,1,2,0,1077,3.3,25,29607,9,Male,500,High School,Self,Finance,paintball
27515,4,0.00645,1,4,1683,Single vehicles,Side,Trivial,Unknown,4,0,0,0,193,229,1277,13,Mercedes E400,0,0,1,2,0,18356,124.2,25,29607,9,Male,500,High School,Self,Finance,paintball
27516,9,0.00675,0,2,7418,Multiple vehicles,Side,Total Loss,Other,3,1,0,0,829,756,5864,6,Volkswagen Jetta,0,0,6,2,0,82,0.6,26,69247,2,Unknown,1000,Associate,Unknown,IT Services,camping
27516,5,0.00735,1,4,659,Single vehicles,Rear,Minor,Unknown,2,2,0,0,97,72,509,10,Volkswagen Passat,0,0,6,2,0,3566,26.3,26,69247,2,Unknown,1000,Associate,Unknown,IT Services,camping
27516,10,0.00675,1,18,8679,Multiple vehicles,Rear,Total Loss,Other,1,0,0,0,1221,1121,6363,12,Toyota Camry,0,1,6,2,0,82,0.6,26,69247,2,Unknown,1000,Associate,Unknown,IT Services,camping
27516,2,0.00675,1,17,10486,Multiple vehicles,Front,Total Loss,Police,4,0,1,1,1163,1253,8103,8,Ford Escape,0,1,6,2,0,82,0.6,26,69247,2,Unknown,1000,Associate,Unknown,IT Services,camping
27516,3,0.00675,1,14,305,Vehicle Theft,Side,Minor,Fire Brigade,1,0,0,0,70,41,229,3,Volkswagen Jetta,0,0,6,2,0,82,0.6,26,69247,2,Unknown,1000,Associate,Unknown,IT Services,camping
27516,7,0.00675,1,7,2005,Multiple vehicles,Side,Trivial,Unknown,4,1,1,0,242,269,1525,12,Accura RSX,1,0,6,2,0,82,0.6,26,69247,2,Unknown,1000,Associate,Unknown,IT Services,camping
27516,1,0.00675,1,3,48696,Vehicle Theft,Front,Total Loss,Other,4,1,1,0,6211,5638,36853,10,Suburu Impreza,0,1,6,2,0,82,0.6,26,69247,2,Unknown,1000,Associate,Unknown,IT Services,camping
27517,6,0.0073,0,22,708,Vehicle Theft,Rear,Minor,Other,2,1,0,0,128,95,517,1,Chevrolet Silverado,0,0,2,0,0,15725,1024.0,38,36070,7,Male,2000,High School,Self,Unknown,kayaking
27517,4,0.0064,1,6,36881,Vehicle Theft,Front,Total Loss,Other,4,0,0,1,4331,4148,28433,3,Honda CRV,1,1,2,0,0,35754,391.3,38,36070,7,Male,2000,High School,Self,Unknown,kayaking
27517,3,0.00735,1,23,1006,Single vehicles,Side,Minor,Unknown,2,0,0,Unknown,136,132,757,14,Honda Accord,0,0,2,0,0,3318,9.2,38,36070,7,Male,2000,High School,Self,Unknown,kayaking
27518,1,0.0063,0,3,24498,Multiple vehicles,Front,Major,Other,3,0,1,1,2854,2848,18812,12,Mercedes E400,0,0,0,0,2,27946,416.2,26,24134,7,Male,500,Associate,Children,IT Services,bungee-jumping
27518,6,0.0063,1,13,119,Single vehicles,Rear,Minor,Ambulance,1,0,0,1,24,16,88,7,Ford F150,1,0,0,0,2,2499,14.1,26,24134,7,Male,500,Associate,Children,IT Services,bungee-jumping
